rank,name,opendate,sales,sales_rate,ac_sales,attend,ac_attend,screen,show_freq,rep_na,na,pro_com,dis_com,age_rate,genre,director,actor,profit_line,,,,,
1275,라 트라비아타,2017-01-22,3634500,0,3.55E+07,153,1442,12,15,독일,독일,,에스디시코리아 주식회사,12세이상관람가,공연,후고 데 아나,,,,,,,
1276,조용한 열정,2017-11-23,814000,0,3.53E+07,105,4740,12,11,영국,"영국,벨기에",,,,,,,,,,,,
1277,위스키 탱고 폭스트롯,2016-11-10,1030000,0,3.51E+07,122,4672,108,18,미국,미국,,(주)디스테이션,15세이상관람가,"전쟁,드라마,코미디","글렌 피카라,존 레쿼","티나 페이,마고 로비,마틴 프리먼",,,,,,
1278,사랑의 시대,2017-02-02,717000,0,3.50E+07,104,4984,22,25,덴마크,"덴마크,스웨덴,네덜란드",,찬란,청소년관람불가,"드라마,멜로/로맨스",토마스 빈터베르그,"율리히 톰센,파레스 파레스,트린 디어홈",,,,,,
1279,튼튼이의 모험,2018-06-21,171000,0,3.48E+07,26,4554,88,14,한국,한국,"CGV아트하우스,㈜인디스토리","CGV아트하우스,㈜인디스토리",,,,,,,,,,
1280,그녀는 거짓말을 너무 사랑해,2018-01-24,6798400,0,3.48E+07,913,4382,79,199,일본,일본,,(주)영화사 빅,,"멜로,로맨스",코이즈미 노리히로,,,,,,,
1281,이터너티,2017-05-18,972000,0,3.46E+07,133,4647,45,15,프랑스,프랑스,,(주)라이크 콘텐츠,12세이상관람가,멜로/로맨스,트란 안 홍,"멜라니 로랑,오드리 토투,베레니스 베조,제레미 레니에,펠릭스 보쉬",,,,,,
1282,내 심장이 건너 뛴 박동,2016-12-15,172000,0,3.46E+07,31,4537,24,10,프랑스,프랑스,,주식회사 씨네룩스,15세이상관람가,드라마,자크 오디아르,"로맹 뒤리스,오레 아티카,닐스 아르스트럽",,,,,,
1283,마이 페어 웨딩,2015-06-04,512000,0,3.45E+07,66,4499,39,30,한국,한국,(주)레인보우팩토리,(주)영화사 진진,12세이상관람가,다큐멘터리,장희선,"김조광수,김승환,한가람,김선경,김용균,김태용,김현주,소준문,백재호,윤소라,이원재,이윤정,이준호",,,,,,
1284,뮤즈 드론즈 월드투어 실황,2018-07-12,34365500,0.001,3.44E+07,2432,2432,32,63,영국,영국,,에스디시코리아 주식회사,,,,,,,,,,
1285,금빛 모자이크 프리티 데이즈,2017-02-16,2335000,0,3.41E+07,350,4689,80,51,일본,일본,,,전체관람가,애니메이션,다나카 모토키,,,,,,,
1286,포르토,2018-01-31,3224000,0,3.41E+07,436,4546,21,54,프랑스,"프랑스,폴란드,포르투갈,미국",,오드,,,,,,,,,,
1287,나쁜 녀석들,2015-03-26,32905300,0.001,3.40E+07,4561,4703,59,824,호주,호주,,와이드 릴리즈(주),15세이상관람가,"범죄,액션",줄리어스 에이버리,"이완 맥그리거,브렌튼 스웨이츠,알리시아 비칸데르",,,,,,
1288,운동회,2018-03-22,1673700,,3.39E+07,282,5073,,5,,,,(주)리틀빅픽쳐스,,,,,,,,,,
1289,미켈란젤로 : 사랑과 죽음,2018-05-31,1433000,0,3.36E+07,151,3365,18,11,영국,영국,메가박스(주),,,,데이비드 비커스태프,,,,,,,
1290,마이크롭 앤 가솔린,2016-03-31,1051000,0,3.35E+07,132,4287,29,17,프랑스,프랑스,,(주)영화사 안다미로,15세이상관람가,"코미디,드라마",미셸 공드리,"앙쥬 다르장,테오필 바케,오드리 토투,디안느 베니에",,,,,,
1291,아리아,2015-04-23,1383000,0,3.33E+07,179,4227,27,13,이탈리아,"이탈리아,프랑스",,(주)엣나인필름,15세이상관람가,드라마,아시아 아르젠토,"샤를로뜨 갱스부르,지울리아 살레르노,가브리엘 가코",,,,,,
1292,노크 노크,2015-10-22,1633000,0,3.33E+07,185,4024,72,19,미국,"미국,칠레",,(주)팝엔터테인먼트,청소년관람불가,스릴러,일라이 로스,"키아누 리브스,아나 디 아르마스",,,,,,
1293,세비야의 이발사,2015-02-04,1949000,0,3.33E+07,179,2002,12,13,프랑스,프랑스,,(주)인스터피씨엠,전체관람가,공연,미켈레 마리오티,,,,,,,
1294,사일런트 하트,2015-11-19,10955300,0,3.30E+07,1463,4356,23,135,덴마크,덴마크,,(주)영화사 진진,15세이상관람가,"가족,드라마",빌 어거스트,"기타 노비,모튼 그런워드,파프리카 스틴",,,,,,
1295,위켄즈,2016-12-22,1043200,0,3.30E+07,136,4339,12,21,한국,한국,"한국게이인권운동단체 친구사이,반달",무브먼트,15세이상관람가,다큐멘터리,이동하,"고동민,낙타,미로,민",,,,,,
1296,트립 투 잉글랜드,2015-11-26,930000,0,3.30E+07,149,4187,33,11,영국,영국,,찬란,15세이상관람가,"코미디,드라마",마이클 윈터바텀,"스티브 쿠건,롭 브라이든",,,,,,
1297,파리오페라발레 갈라쇼,2015-05-02,3558000,0,3.30E+07,307,2120,12,12,프랑스,프랑스,,에스디시코리아 주식회사,전체관람가,공연,브리지트 르페브르,,,,,,,
1298,더 원 아이 러브,2015-11-05,1677000,0,3.29E+07,275,4033,58,31,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"판타지,멜로/로맨스",찰리 맥도웰,"마크 듀플라스,엘리자베스 모스",,,,,,
1299,미스 줄리,2015-06-18,1772000,0,3.26E+07,227,4410,30,21,노르웨이,"노르웨이,영국,캐나다,미국,프랑스,아일랜드",,그린나래미디어(주),15세이상관람가,드라마,리브 울만,"제시카 차스테인,콜린 파렐",,,,,,
1300,산다,2015-05-21,169000,0,3.25E+07,23,4384,33,14,한국,한국,"세컨드윈드 필름,(유)산다문화산업전문회사",(주)리틀빅픽쳐스,청소년관람불가,드라마,박정범,"박정범,이승연,근휘,이재동,이재복,이찬호,장민애,전용선,전지현,고상훈,정동구,서진원,서호영,성민지,성민지,최소영,최수복,신시정,신유경,신준호,신혜진,오현석,유보라,이두희,허은실,현용주,황경현,이성호,이수진,이승연,이승준,이은미,이은우,주영호,박희본",,,,,,
1301,꿈보다 해몽,2015-02-12,218600,0,3.25E+07,28,4318,36,9,한국,한국,영화사 벽돌,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,"드라마,코미디",이광국,"유준상,신동미,김강현,이채은,이주원,박수민,서영화,윤영민",,,,,,
1302,이니시에이션 러브,2016-03-17,519600,0,3.25E+07,67,4112,120,15,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,멜로/로맨스,츠츠미 유키히코,"마에다 아츠코,마츠다 쇼타",,,,,,
1303,사랑과 어둠의 이야기,2016-09-01,716000,0,3.24E+07,130,4313,40,17,미국,"미국,이스라엘",,(주)유로커뮤니케이션,12세이상관람가,드라마,나탈리 포트만,"나탈리 포트만,길라드 카하나,아미르 테슬러",,,,,,
1304,레더페이스,2018-01-25,51000,0,3.22E+07,17,10744,20,17,캐나다,캐나다,,(주)드림팩트엔터테인먼트,,"공포,스릴러","알렉상드르 뷔스티요,쥴리앙 모리",,,,,,,
1305,요요마와 실크로드 앙상블,2017-01-12,1462000,0,3.18E+07,173,4222,17,12,미국,미국,,(주)영화사 진진,전체관람가,다큐멘터리,모건 네빌,요요마,,,,,,
1306,나만이 없는 거리,2016-08-17,1691000,0,3.17E+07,203,4233,63,41,일본,일본,,(주)박수엔터테인먼트,15세이상관람가,"드라마,미스터리,SF,스릴러",히라카와 유이치로,"후지와라 타츠야,아리무라 카스미",,,,,,
1307,노엘의 선물,2015-02-05,1100000,0,3.13E+07,202,4253,58,37,프랑스,프랑스,,(주)나이너스엔터테인먼트,전체관람가,"코미디,드라마,가족",알렉산더 코페르,"타하르 라힘,빅토르 카발",,,,,,
1308,왕을 참하라,2017-03-16,2407000,0,3.13E+07,354,4088,54,33,한국,한국,(주)영화사 조은,(주)박수엔터테인먼트,청소년관람불가,드라마,김재수,"강연정,강윤,추석영,김학철,이영범,박희진",,,,,,
1309,부에나 비스타 소셜 클럽 2: 아디오스,2017-10-26,980000,0,3.13E+07,140,4069,17,14,미국,"미국,쿠바",,글뫼 주식회사,,,,,,,,,,
1310,맛있는 택배,2015-04-02,8990000,0.001,3.11E+07,1819,6276,5,35,한국,한국,(주)로드하우스,노바엔터테인먼트,청소년관람불가,멜로/로맨스,기대호,"송기준,윤원선,이성민,이예은,이원",,,,,,
1311,아버지의 초상,2016-01-28,869000,0,3.11E+07,143,5011,25,10,프랑스,프랑스,,"미디어소프트,(주)뮤제엔터테인먼트",12세이상관람가,드라마,스테판 브리제,뱅상 랭동,,,,,,
1312,탠저린,2018-01-25,825000,0,3.11E+07,108,3963,16,27,미국,미국,,"(주)미로스페이스,(주)드림팩트엔터테인먼트",,"코미디,드라마",션 베이커,,,,,,,
1313,BiFan2015 판타스틱 단편 걸작선 1,,31038000,0.001,3.10E+07,5173,5173,17,34,기타,기타,,,,기타,"나탈리아 람프로폴로우,우경민,아냐 줄루에타,양재준,이승엽",,,,,,,
1314,바라나시,2018-05-24,1084800,0,3.09E+07,174,4279,8,15,인도,인도,(주)마노엔터테인먼트,(주)마노엔터테인먼트,,,슈브하시슈 부티아니,,,,,,,
1315,오텔로,2016-03-05,3181500,0,3.09E+07,133,1309,8,12,미국,미국,,(주)케빈앤컴퍼니,전체관람가,공연,크리스티안 틸레만,,,,,,,
1316,"구름의 저편, 약속의 장소",2017-02-28,266000,0,3.06E+07,46,4133,123,11,일본,일본,,(주)삼지애니메이션,12세이상관람가,"애니메이션,드라마",신카이 마코토,"하기와라 마사토,난리 유카,요시오카 히데타카",,,,,,
1317,리골레토,,1736500,0,3.05E+07,110,1842,10,6,독일,독일,,,,,,,,,,,,
1318,직지코드,2017-06-28,22603800,0.001,3.04E+07,3148,4235,39,390,한국,한국,(주)아우라픽처스,(주)엣나인필름,전체관람가,다큐멘터리,"우광훈,데이빗 레드먼","데이빗 레드먼,명사랑 아네스,김민웅",,,,,,
1319,거룩한 분노,2018-06-28,951000,0,3.04E+07,130,3894,24,18,스위스,스위스,시네마 뉴원,시네마 뉴원,,,,,,,,,,
1320,마농 레스코,2016-08-06,6093000,0,3.04E+07,273,1324,6,15,미국,미국,,(주)인스터피씨엠,전체관람가,공연,,,,,,,,
1321,로미오와 줄리엣,2017-06-03,7574000,0,3.03E+07,336,1306,11,19,미국,미국,,"이십세기폭스코리아(주),(주)프레인글로벌",전체관람가,"멜로/로맨스,액션,드라마",프랑코 제피렐리,,,,,,,
1322,BIFAN2018 - 판타스틱 단편 걸작선 5,,22176000,0.001,3.02E+07,3696,5038,3,24,기타,기타,,,,,,,,,,,,
1323,더 펜션,2018-06-21,285600,0,3.02E+07,43,3298,91,18,한국,한국,(주)영화사오원,(주)영화사오원,,,,,,,,,,
1324,파란나비효과,2017-06-22,2057500,0,3.01E+07,287,4229,41,89,한국,한국,헤이앤컴퍼니,(주)인디플러그,12세이상관람가,다큐멘터리,박문칠,,,,,,,
1325,미인어,2017-02-22,545000,0,3.01E+07,81,3959,69,23,중국,중국,,(주)라이크 콘텐츠,12세이상관람가,"판타지,멜로/로맨스,코미디",주성치,"덩차오,임윤,나지상,장우기,서극,문장",,,,,,
1326,런던시계탑 밑에서 사랑을 찾을 확률,2016-01-28,8777000,0,3.01E+07,1164,3948,5,53,영국,"영국,프랑스",,판씨네마(주),15세이상관람가,"코미디,멜로/로맨스",벤 팔머,"사이몬 페그,레이크 벨",,,,,,
1327,"나의 아들, 나의 어머니",2015-12-17,295000,0,3.00E+07,45,4202,24,18,한국,한국,"창작집단917,민프로덕션",(주)인디플러그,전체관람가,다큐멘터리,안재민,,,,,,,
1328,프랑코포니아,2016-06-16,1140000,0,2.99E+07,191,4036,25,25,프랑스,"프랑스,독일,네덜란드",,(주)영화사 안다미로,12세이상관람가,드라마,알렉산더 소쿠로프,"루이-도 드 렝퀘셍,빈센트 네메스",,,,,,
1329,더 바,2017-06-15,288000,0,2.99E+07,44,3980,84,11,스페인,스페인,,(주)영화사 그램,15세이상관람가,스릴러,알렉스 드 라 이글레시아,,,,,,,
1330,식구,2018-07-12,1194000,0,2.97E+07,171,3708,52,20,한국,한국,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온","(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",,,,,,,,,,
1331,델타 보이즈,2017-06-08,1513500,0,2.95E+07,240,4158,28,48,한국,한국,,㈜인디스토리,15세이상관람가,"드라마,코미디",고봉수,"백승환,이웅빈,신민재,김충길,윤지혜",,,,,,
1332,미스터 하이네켄,2015-09-17,14562300,0,2.95E+07,1999,3711,54,511,영국,"영국,네덜란드,벨기에",,(주)스톰픽쳐스코리아,15세이상관람가,"액션,스릴러",다니엘 알프레드슨,"짐 스터게스,샘 워싱턴,라이언 콴튼,안소니 홉킨스",,,,,,
1333,바쿠만,2016-04-21,17620700,0.001,2.95E+07,2193,3647,73,598,일본,일본,,(주)디스테이션,12세이상관람가,드라마,오오네 히토시,"사토 타케루,카미키 류노스케,소메타니 쇼타,코마츠 나나",,,,,,
1334,설해,2015-01-08,1984000,0,2.94E+07,239,3892,34,28,한국,한국,(주)맑음영화사,"(주)마인스 엔터테인먼트,(주)씨타마운틴픽쳐스",12세이상관람가,"멜로/로맨스,드라마",김정권,"박해진,이영아,송재희,전무송,최원주,이상민,이기열,윤기호,김수환,김정권,김혜진,박재한,성낙규,김정균,이용녀,오은호,편보승",,,,,,
1335,BIAF2016-(국제경쟁) 학생 A Graduation Film A,,29286000,0.001,2.93E+07,4881,4881,3,38,기타,기타,,,,애니메이션,"알리샤 자시나,안나 시레치,루도비카 오타비아니,마리아 테스타,오윤재,킴벌리 베르크모에스,이토 게이고,팀 패틴슨,강 쩡,제니아 스미르노프,셀레스틴 플레이,시몬 고비,루치아 믈즈략,보니 포사이스,에리 오카자키,휴고 리조,크리스트 아이보비,알렉산더 버거,나디아 안드라세브",,,,,,,
1336,램스,2016-11-03,185000,0,2.85E+07,25,3788,23,6,아이슬란드,"아이슬란드,덴마크,노르웨이,폴란드",,"미디어 컨텐츠 스토어,(주)인디플러그",15세이상관람가,드라마,그리무르 하코나르슨,테오도로 줄리어슨,,,,,,
1337,언프리티 소셜 스타,2018-02-22,7750100,0,2.85E+07,1066,3705,142,317,미국,미국,,(주)디스테이션,,"코미디,드라마",맷 스파이서,"오브리 플라자,엘리자베스 올슨",,,,,,
1338,기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,2018-06-13,1188000,0,2.85E+07,125,3002,51,11,일본,일본,(주)디스테이션,(주)디스테이션,,,야스히코 요시카즈,,,,,,,
1339,쇼콜라,2017-03-09,394000,0,2.84E+07,65,3762,52,10,프랑스,프랑스,,판씨네마(주),12세이상관람가,드라마,로쉬디 젬,"오마 사이,제임스 티에레,클로틸드 헤스메",,,,,,
1340,맨헌트,2018-01-25,52000,0,2.84E+07,21,3726,51,20,중국,중국,,주식회사 풍경소리,,"액션,범죄",오우삼,,,,,,,
1341,마탄의 사수,2016-07-03,4411500,0,2.84E+07,175,1170,9,13,독일,독일,,(주)케빈앤컴퍼니,12세이상관람가,공연,크리스티안 틸레만,,,,,,,
1342,레이스,2016-05-25,1113000,0,2.82E+07,177,3767,62,10,캐나다,캐나다,,(주)영화사 빅,12세이상관람가,드라마,스티븐 홉킨스,"제이슨 서디키스,제레미 아이언스,윌리엄 허트",,,,,,
1343,24주,2017-06-15,2927000,0,2.81E+07,399,3713,22,51,독일,독일,,(주)영화사 진진,청소년관람불가,드라마,앤 조라 베라치드,줄리아 옌체,,,,,,
1344,24주,2017-06-15,13111000,0.001,2.81E+07,1800,2378,22,182,독일,독일,,(주)영화사 진진,청소년관람불가,드라마,앤 조라 베라치드,줄리아 옌체,,,,,,
1345,러브 앤 아트,2017-11-09,2315000,0,2.77E+07,326,3609,36,18,미국,미국,,,,,,,,,,,,
1346,유리의 꽃과 부수는 세계,2016-04-21,2069000,0,2.77E+07,316,3530,57,31,일본,일본,,주식회사 더쿱,12세이상관람가,애니메이션,이시하마 마사시,"하나모리 유미리,타네다 리사,사쿠라 아야네",,,,,,
1347,쿠크하트 : 시계심장을 가진 소년,2015-08-20,2259000,0,2.76E+07,430,4323,37,9,프랑스,프랑스,,(주)드림팩트엔터테인먼트,전체관람가,"애니메이션,드라마,어드벤처,판타지","스테판 벨라,마티아스 마르지유","마티아스 마르지유,올리비아 루이즈,그랜드 콥스 마라드,장 로슈포르",,,,,,
1348,수성못,2018-04-19,395800,,2.75E+07,63,3676,36,18,,,,㈜인디스토리,,"드라마,코미디",유지영,,7156.32,,,,,
1349,여자의 일생,2017-04-06,621000,0,2.74E+07,97,3879,19,11,프랑스,프랑스,,그린나래미디어(주),15세이상관람가,"멜로/로맨스,드라마",신상옥,"주디스 쳄라,장 피에르 다루셍,욜랭드 모로,니나 메리세,올리비에 페리에,클로틸드 헤스메,알랭 베이글,피네건 올드필드",,,,,,
1350,생각보다 맑은,2015-01-22,1144000,0,2.72E+07,170,3848,17,37,한국,한국,Studio Allo,"애니메이션 배급, 씨앗,㈜인디스토리",12세이상관람가,애니메이션,한지원,"엄상현,양정화,한지원,한지원,이홍수,이홍수,이홍수,이호민,이영기,유아람,서정원,서정원",,,,,,
1351,폴레트의 수상한 베이커리,2015-08-13,2211000,0,2.71E+07,310,3683,8,33,프랑스,프랑스,,㈜영화사 백두대간,청소년관람불가,드라마,제롬 엔리코,"베르나데트 라퐁,카르멘 마우라,도미니크 라바낭",,,,,,
1352,몬몬몬 몬스터,2018-07-12,301100,0,2.71E+07,41,3314,101,12,대만,대만,주식회사 더쿱,주식회사 더쿱,,,,,,,,,,
1353,아름다운 별,2018-01-18,146000,0,2.71E+07,21,3200,11,10,일본,일본,,청소년관람불가,,요시다 다이하치,"요다 타츠미,후지시마 줄리 K.",,,,,,,
1354,업사이드 다운,2016-04-14,1027000,0,2.70E+07,147,3932,22,13,한국,한국,프로젝트 투게더,(주)시네마달,12세이상관람가,다큐멘터리,김동빈,박영우,,,,,,
1355,비바,2016-10-13,823400,0,2.70E+07,152,3517,71,18,아일랜드,"아일랜드,쿠바",,(주)팝엔터테인먼트,청소년관람불가,드라마,패디 브레스내치,"헥터 메디나,호르헤 페루고리아,루이스 알베르토 가르시아",,,,,,
1356,세컨 찬스,2015-06-11,679000,0,2.69E+07,105,3412,29,18,덴마크,덴마크,,"(주)영화사오원,(주)브리즈픽처스",청소년관람불가,드라마,수잔 비에르,"니콜라이 코스터 왈도,마리아 보네비에,니꼴라이 리 카스,율리히 톰센",,,,,,
1357,세상의 끝에서 커피 한잔,2015-11-05,804000,0,2.68E+07,103,3597,13,12,일본,"일본,대만",,(주)도키엔터테인먼트,12세이상관람가,드라마,치앙시우청,"나가사쿠 히로미,사사키 노조미",,,,,,
